iteration,class,top,left,bottom,right,center_x,center_y
166,mario,112.22,177.89,126.72,193.27,185.57999999999998,119.47
166,pipe,237.89,176.0,255.91,207.12,191.56,246.89999999999998
166,goomba,100.46,202.3,114.59,208.95,205.625,107.525
167,pipe,234.82,175.97,256.0,207.33,191.65,245.41
167,box,42.65,144.03,58.01,159.11,151.57,50.33
167,box,106.63,144.21,186.92,158.77,151.49,146.77499999999998
167,box,139.13,80.02,154.0,95.12,87.57,146.565
167,mario,112.31,179.25,126.54,194.12,186.685,119.42500000000001
167,goomba,97.33,202.35,111.54,208.88,205.615,104.435
168,box,104.12,144.21,183.81,158.81,151.51,143.965
168,box,39.69,144.03,55.02,159.13,151.57999999999998,47.355000000000004
168,box,136.22,80.02,150.96,95.13,87.57499999999999,143.59
168,mario,112.32,179.26,126.57,194.19,186.725,119.445
168,pipe,231.74,175.96,256.0,207.33,191.645,243.87
168,goomba,94.32,202.33,108.59,208.85,205.59,101.455
169,pipe,228.84,176.07,256.0,207.32,191.695,242.42000000000002
169,box,36.45,144.09,52.03,159.1,151.595,44.24
169,box,100.32,144.22,180.85,158.79,151.505,140.58499999999998
169,mario,112.29,181.15,126.83,196.46,188.805,119.56
169,box,133.12,80.07,147.99,95.09,87.58,140.555
169,goomba,91.22,202.33,105.56,208.86,205.59500000000003,98.39
170,box,33.4,144.09,49.03,159.11,151.60000000000002,41.215
170,box,129.62,80.08,145.01,95.1,87.59,137.315
170,box,98.0,144.21,177.62,158.82,151.515,137.81
170,mario,112.23,184.12,126.86,199.58,191.85000000000002,119.545
170,goomba,88.16,202.33,102.76,208.76,205.54500000000002,95.46000000000001
170,pipe,225.98,176.08,256.0,207.41,191.745,240.99
171,pipe,222.9,176.06,254.36,207.45,191.755,238.63
171,box,126.67,80.11,141.99,95.01,87.56,134.33
171,box,30.42,144.11,46.02,159.0,151.555,38.22
171,box,94.45,144.2,174.81,158.8,151.5,134.63
171,mario,112.25,187.16,126.87,202.7,194.93,119.56
171,goomba,85.34,202.29,100.06,208.81,205.55,92.7
172,pipe,219.79,176.1,251.04,207.45,191.77499999999998,235.415
172,box,27.49,144.1,42.98,159.01,151.555,35.235
172,box,92.32,144.19,171.8,158.79,151.49,132.06
172,box,123.94,80.11,138.96,95.03,87.57,131.45
172,mario,112.13,191.03,126.66,206.38,198.70499999999998,119.395
172,goomba,82.02,202.32,96.75,208.78,205.55,89.38499999999999
173,pipe,216.68,176.09,248.06,207.49,191.79000000000002,232.37
173,box,24.47,144.11,39.97,159.03,151.57,32.22
173,box,120.95,80.12,135.97,95.05,87.58500000000001,128.46
173,mario,114.26,193.4,125.46,207.22,200.31,119.86
173,box,88.36,144.19,168.92,158.75,151.47,128.64
173,goomba,79.36,202.21,94.12,209.16,205.685,86.74000000000001
174,pipe,213.75,176.08,244.89,207.48,191.78,229.32
174,box,21.38,144.1,37.02,159.05,151.575,29.200000000000003
174,box,117.72,80.11,133.01,95.07,87.59,125.365
174,box,85.91,144.16,166.05,158.73,151.445,125.98
174,mario,112.23,192.24,125.62,207.02,199.63,118.92500000000001
174,goomba,76.41,202.33,90.93,208.88,205.60500000000002,83.67
175,pipe,210.71,176.08,241.97,207.47,191.775,226.34
175,box,114.61,80.1,130.07,95.08,87.59,122.34
175,box,18.36,144.1,34.07,159.07,151.58499999999998,26.215
175,box,82.2,144.2,162.52,158.71,151.45499999999998,122.36000000000001
175,mario,112.15,192.22,125.59,206.83,199.525,118.87
175,goomba,73.63,202.33,88.09,208.81,205.57,80.86
176,pipe,207.81,176.07,238.79,207.45,191.76,223.3
176,box,15.55,144.09,31.1,159.07,151.57999999999998,23.325000000000003
176,box,112.06,80.1,127.13,95.09,87.595,119.595
176,box,79.86,144.16,160.0,158.76,151.45999999999998,119.93
176,mario,112.23,187.04,126.8,202.85,194.945,119.515
176,goomba,70.6,202.34,84.86,208.66,205.5,77.72999999999999
177,pipe,204.92,176.07,235.92,207.46,191.765,220.42
177,box,12.5,144.1,28.1,159.07,151.58499999999998,20.3
177,box,109.08,80.1,124.12,95.09,87.595,116.6
177,box,76.44,144.2,156.51,158.74,151.47,116.475
177,mario,112.2,181.1,126.77,196.77,188.935,119.485
177,goomba,67.74,202.31,82.04,208.72,205.515,74.89
178,pipe,202.04,176.06,232.73,207.45,191.755,217.385
178,mario,112.21,176.15,126.58,191.72,183.935,119.395
178,box,9.49,144.1,25.1,159.07,151.58499999999998,17.295
178,box,106.06,80.09,121.14,95.08,87.58500000000001,113.6
178,box,73.56,144.19,154.63,158.74,151.465,114.095
178,goomba,64.66,202.31,78.76,208.66,205.485,71.71000000000001
179,pipe,199.07,176.06,229.88,207.48,191.76999999999998,214.475
179,box,103.41,80.02,118.12,95.02,87.52,110.765
179,box,7.1,144.01,22.11,159.01,151.51,14.605
179,mario,112.22,172.09,126.56,187.69,179.89,119.39
179,box,70.57,144.15,151.52,158.82,151.485,111.045
179,goomba,61.68,202.28,75.97,208.82,205.55,68.825
180,pipe,196.11,176.06,226.63,207.45,191.755,211.37
180,box,4.34,144.01,19.14,159.0,151.505,11.74
180,box,67.41,144.15,148.54,158.78,151.465,107.975
180,box,100.74,80.0,115.14,95.01,87.505,107.94
180,mario,112.22,168.04,126.69,183.77,175.905,119.455
180,goomba,58.56,202.27,72.81,208.99,205.63,65.685
181,pipe,193.01,176.06,223.73,207.48,191.76999999999998,208.37
181,box,64.42,144.16,145.41,158.76,151.45999999999998,104.91499999999999
181,box,1.2,144.02,16.08,159.0,151.51,8.639999999999999
181,mario,112.29,166.05,126.49,181.7,173.875,119.39
181,box,97.74,80.0,112.05,95.02,87.50999999999999,104.895
181,goomba,55.4,202.27,70.18,209.22,205.745,62.790000000000006
182,pipe,190.01,176.06,220.61,207.48,191.76999999999998,205.31
182,box,60.99,144.15,142.4,158.74,151.445,101.69500000000001
182,box,94.66,79.99,109.05,95.01,87.5,101.85499999999999
182,box,0.0,144.02,12.98,158.91,151.465,6.49
182,mario,112.22,164.12,126.58,179.71,171.91500000000002,119.4
182,goomba,52.22,202.25,67.04,209.2,205.725,59.63
183,pipe,186.98,176.06,217.8,207.49,191.775,202.39
183,box,58.33,144.15,139.12,158.81,151.48000000000002,98.725
183,box,91.47,79.99,105.97,95.02,87.505,98.72
183,mario,112.26,163.09,126.5,178.7,170.89499999999998,119.38
183,box,0.0,143.98,9.96,158.91,151.445,4.98
183,goomba,49.22,202.27,64.17,209.18,205.72500000000002,56.695
184,pipe,184.01,176.07,215.28,207.41,191.74,199.64499999999998
184,mario,112.24,163.13,126.5,178.7,170.915,119.37
184,box,54.91,144.15,136.19,158.8,151.47500000000002,95.55
184,box,88.66,80.0,103.0,94.96,87.47999999999999,95.83
184,box,0.16,143.89,6.99,158.9,151.39499999999998,3.575
184,goomba,46.15,202.26,61.35,209.21,205.735,53.75
185,box,52.64,144.15,133.09,158.81,151.48000000000002,92.86500000000001
185,box,85.23,80.07,99.95,95.1,87.585,92.59
185,pipe,180.92,176.07,211.84,207.4,191.735,196.38
185,mario,112.18,164.3,126.62,179.7,172.0,119.4
185,box,0.17,144.06,4.07,159.0,151.53,2.12
185,goomba,43.13,202.28,58.19,209.16,205.72,50.66
186,pipe,177.92,176.09,209.31,207.39,191.74,193.615
186,box,48.72,144.13,130.15,158.8,151.465,89.435
186,box,82.26,80.09,96.98,95.04,87.565,89.62
186,mario,112.25,165.06,126.74,180.74,172.9,119.495
186,goomba,40.18,202.28,55.4,209.15,205.715,47.79
187,pipe,174.96,176.09,206.12,207.43,191.76,190.54000000000002
187,box,46.96,144.17,126.57,158.82,151.495,86.765
187,box,78.79,80.11,93.99,95.02,87.565,86.39
187,mario,112.25,168.0,126.79,183.77,175.885,119.52000000000001
187,goomba,37.0,202.25,52.0,208.95,205.6,44.5
188,pipe,171.89,176.09,203.14,207.44,191.765,187.515
188,box,43.39,144.15,123.73,158.82,151.485,83.56
188,box,75.88,80.11,90.96,95.04,87.575,83.41999999999999
188,mario,112.19,171.02,126.79,186.86,178.94,119.49000000000001
188,goomba,34.37,202.27,49.53,209.09,205.68,41.95
189,pipe,168.89,176.09,199.95,207.45,191.76999999999998,184.42
189,mario,112.2,174.98,126.62,190.82,182.89999999999998,119.41
189,box,41.63,144.12,120.27,158.85,151.485,80.95
189,box,73.14,80.11,87.98,95.07,87.59,80.56
189,goomba,31.38,202.28,46.26,209.13,205.70499999999998,38.82
190,pipe,165.75,176.09,196.98,207.47,191.78,181.365
190,box,69.96,80.11,84.99,95.08,87.595,77.475
190,mario,112.28,180.13,126.74,195.97,188.05,119.50999999999999
190,box,37.71,144.17,117.41,158.82,151.495,77.56
190,goomba,28.47,202.23,43.53,209.3,205.765,36.0
191,pipe,162.89,176.08,193.82,207.49,191.78500000000003,178.355
191,mario,112.42,184.97,126.52,200.85,192.91,119.47
191,box,66.87,80.1,82.11,95.09,87.595,74.49000000000001
191,box,35.56,144.16,114.74,158.84,151.5,75.15
191,goomba,25.51,202.26,40.1,209.0,205.63,32.805
192,pipe,159.9,176.08,190.95,207.48,191.78,175.425
192,box,63.69,80.1,79.08,95.07,87.585,71.38499999999999
192,mario,112.67,189.85,126.74,205.83,197.84,119.705
192,box,32.52,144.23,111.4,158.83,151.53,71.96000000000001
192,goomba,22.63,202.19,37.49,209.05,205.62,30.060000000000002
193,pipe,156.94,176.07,187.72,207.44,191.755,172.32999999999998
193,box,60.9,80.1,76.15,95.07,87.585,68.525
193,mario,114.52,193.13,125.52,207.61,200.37,120.02
193,goomba,19.47,202.16,34.29,209.04,205.6,26.88
193,box,29.92,144.23,109.79,158.81,151.51999999999998,69.855
194,pipe,154.0,176.07,184.84,207.45,191.76,169.42000000000002
194,box,57.71,80.1,73.08,95.07,87.585,65.395
194,mario,113.93,191.98,125.53,206.87,199.425,119.73
194,box,26.7,144.25,105.63,158.85,151.55,66.16499999999999
194,goomba,16.51,202.2,31.54,209.16,205.68,24.025
195,pipe,152.71,176.09,184.05,207.49,191.79000000000002,168.38
195,box,56.99,80.06,71.94,95.08,87.57,64.465
195,mario,114.45,193.08,125.49,207.58,200.33,119.97
195,box,25.54,144.2,104.82,158.82,151.51,65.17999999999999
195,goomba,15.21,202.21,30.51,209.47,205.84,22.86
196,pipe,151.1,176.06,181.66,207.49,191.775,166.38
196,box,54.9,80.04,70.05,95.08,87.56,62.474999999999994
196,mario,114.0,192.0,125.51,207.05,199.525,119.755
196,goomba,13.38,202.18,28.32,209.2,205.69,20.85
196,box,23.78,144.22,102.72,158.84,151.53,63.25
197,box,52.69,80.03,68.03,95.14,87.58500000000001,60.36
197,box,21.37,144.24,100.74,158.82,151.53,61.055
197,mario,114.37,193.07,125.45,207.31,200.19,119.91
197,goomba,11.0,202.25,26.65,209.33,205.79000000000002,18.825
197,pipe,148.88,176.07,179.9,207.44,191.755,164.39
198,pipe,146.89,176.09,177.94,207.48,191.785,162.415
198,mario,112.2,187.69,126.56,204.01,195.85,119.38
198,box,50.64,80.05,66.04,95.1,87.57499999999999,58.34
198,box,19.87,144.22,98.51,158.84,151.53,59.190000000000005
199,pipe,145.98,176.09,177.32,207.39,191.74,161.64999999999998
199,mario,112.14,182.77,126.68,198.81,190.79000000000002,119.41
199,box,18.03,144.23,97.94,158.79,151.51,57.985
199,box,49.79,80.06,64.99,95.04,87.55000000000001,57.39
200,pipe,144.17,176.08,174.73,207.46,191.77,159.45
200,mario,112.19,178.75,126.59,194.82,186.785,119.39
200,box,47.9,80.05,63.09,95.1,87.57499999999999,55.495000000000005
200,box,17.4,144.2,95.86,158.83,151.515,56.629999999999995
201,pipe,142.13,176.06,172.68,207.5,191.78,157.405
201,mario,112.18,175.85,126.67,191.84,183.845,119.42500000000001
201,box,45.94,80.03,60.94,95.09,87.56,53.44
201,box,14.42,144.23,94.24,158.81,151.51999999999998,54.33
202,pipe,139.89,176.09,171.13,207.46,191.775,155.51
202,mario,112.19,172.73,126.7,188.8,180.765,119.445
202,box,43.95,80.06,58.92,95.07,87.565,51.435
202,box,11.97,144.19,91.94,158.8,151.495,51.955
203,box,42.93,80.03,58.02,95.11,87.57,50.475
203,mario,112.17,169.7,126.76,185.81,177.755,119.465
203,box,10.51,144.23,91.14,158.76,151.495,50.825
203,pipe,138.95,176.06,169.71,207.48,191.76999999999998,154.32999999999998
204,pipe,136.81,176.09,167.98,207.51,191.8,152.39499999999998
204,box,40.87,80.06,55.96,95.08,87.57,48.415
204,mario,112.22,167.69,126.88,183.84,175.765,119.55
204,box,10.27,144.18,88.8,158.84,151.51,49.535
205,pipe,135.03,176.07,165.87,207.47,191.76999999999998,150.45
205,box,38.63,80.04,54.0,95.08,87.56,46.315
205,mario,112.18,166.74,126.8,182.76,174.75,119.49000000000001
205,box,7.51,144.24,87.54,158.84,151.54000000000002,47.525000000000006
206,pipe,132.93,176.08,164.34,207.43,191.755,148.635
206,box,36.78,80.03,52.03,95.14,87.58500000000001,44.405
206,mario,112.21,165.71,126.71,181.8,173.755,119.46
206,box,5.5,144.24,85.08,158.79,151.515,45.29
207,pipe,131.95,176.06,162.59,207.48,191.76999999999998,147.26999999999998
207,mario,112.21,165.78,126.77,181.8,173.79000000000002,119.49
207,box,35.88,80.04,51.04,95.08,87.56,43.46
207,box,5.0,144.24,84.54,158.77,151.505,44.77
208,pipe,129.67,176.07,160.83,207.38,191.725,145.25
208,mario,112.19,167.1,127.17,182.77,174.935,119.68
208,box,3.72,144.24,81.84,158.82,151.53,42.78
208,box,33.71,80.04,48.99,95.13,87.58500000000001,41.35
209,pipe,127.47,176.08,158.93,207.48,191.78,143.2
209,box,31.79,80.05,47.05,95.09,87.57,39.42
209,mario,112.22,168.1,127.06,183.77,175.935,119.64
209,box,2.3,144.23,80.04,158.88,151.555,41.17
210,pipe,126.79,176.09,158.23,207.44,191.765,142.51
210,box,30.76,80.06,45.95,95.05,87.555,38.355000000000004
210,mario,112.22,169.17,126.69,184.69,176.93,119.455
210,box,1.04,144.23,79.16,158.83,151.53,40.1
211,pipe,125.26,176.05,155.76,207.49,191.77,140.51
211,box,28.73,80.04,44.1,95.09,87.565,36.415
211,mario,111.25,172.23,125.61,187.66,179.945,118.43
211,box,0.45,144.24,77.41,158.83,151.53500000000003,38.93
212,pipe,125.24,176.06,155.76,207.49,191.775,140.5
212,box,28.73,80.04,44.1,95.09,87.565,36.415
212,mario,111.16,174.21,125.78,189.68,181.945,118.47
212,box,0.45,144.24,77.41,158.83,151.53500000000003,38.93
213,pipe,125.42,176.06,155.76,207.48,191.76999999999998,140.59
213,box,28.73,80.04,44.1,95.09,87.565,36.415
213,mario,111.18,177.22,125.87,192.61,184.91500000000002,118.525
213,box,0.47,144.24,77.39,158.83,151.53500000000003,38.93
214,pipe,124.49,176.05,155.79,207.49,191.77,140.14
214,box,28.73,80.04,44.1,95.09,87.565,36.415
214,box,0.43,144.25,77.37,158.83,151.54000000000002,38.900000000000006
214,mario,111.21,181.17,125.76,196.64,188.90499999999997,118.485
215,pipe,124.51,176.06,155.76,207.58,191.82,140.135
215,box,28.74,80.04,44.1,95.09,87.565,36.42
215,mario,111.23,186.19,125.88,201.74,193.965,118.555
215,box,0.49,144.25,77.37,158.84,151.54500000000002,38.93
216,pipe,124.44,176.07,155.77,207.57,191.82,140.10500000000002
216,box,28.75,80.04,44.1,95.09,87.565,36.425
216,mario,111.38,191.1,125.62,206.55,198.825,118.5
216,box,0.45,144.25,77.36,158.84,151.54500000000002,38.905
217,pipe,124.74,176.07,155.77,207.59,191.82999999999998,140.255
217,box,28.68,80.1,44.14,95.07,87.585,36.41
217,mario,113.43,193.38,124.33,207.48,200.43,118.88
217,box,0.27,144.25,77.46,158.85,151.55,38.864999999999995
218,pipe,124.63,176.07,155.77,207.62,191.845,140.2
218,box,28.69,80.1,44.14,95.07,87.585,36.415
218,box,0.25,144.25,77.47,158.85,151.55,38.86
218,mario,111.33,192.33,124.62,207.18,199.755,117.975
219,pipe,124.63,176.07,155.77,207.62,191.845,140.2
219,box,28.69,80.1,44.14,95.07,87.585,36.415
219,box,0.25,144.25,77.47,158.85,151.55,38.86
219,mario,111.33,192.33,124.62,207.18,199.755,117.975
220,pipe,124.63,176.07,155.77,207.62,191.845,140.2
220,box,28.69,80.1,44.14,95.07,87.585,36.415
220,box,0.25,144.25,77.47,158.85,151.55,38.86
220,mario,111.33,192.33,124.62,207.18,199.755,117.975
221,pipe,124.65,176.07,155.77,207.57,191.82,140.21
221,box,28.68,80.1,44.14,95.07,87.585,36.41
221,mario,113.45,192.44,123.23,207.68,200.06,118.34
221,box,0.27,144.25,77.47,158.85,151.55,38.87
222,pipe,124.65,176.07,155.77,207.57,191.82,140.21
222,box,28.68,80.1,44.14,95.07,87.585,36.41
222,mario,113.45,192.44,123.23,207.68,200.06,118.34
222,box,0.27,144.25,77.47,158.85,151.55,38.87
223,pipe,124.65,176.07,155.77,207.57,191.82,140.21
223,box,28.68,80.1,44.14,95.07,87.585,36.41
223,mario,113.45,192.44,123.23,207.68,200.06,118.34
223,box,0.27,144.25,77.47,158.85,151.55,38.87
224,pipe,124.52,176.07,155.77,207.58,191.825,140.145
224,box,28.69,80.1,44.14,95.07,87.585,36.415
224,mario,111.28,188.23,125.8,203.8,196.015,118.53999999999999
224,box,0.29,144.25,77.48,158.85,151.55,38.885000000000005
225,pipe,124.42,176.06,155.78,207.53,191.79500000000002,140.1
225,box,29.34,80.0,44.14,95.02,87.50999999999999,36.74
225,mario,111.21,183.22,125.74,198.62,190.92000000000002,118.475
225,box,0.33,144.22,77.81,158.85,151.535,39.07
226,pipe,124.98,176.06,155.77,207.48,191.76999999999998,140.375
226,box,29.34,80.0,44.14,95.02,87.50999999999999,36.74
226,mario,111.21,179.19,125.78,194.6,186.89499999999998,118.495
226,box,0.33,144.22,77.86,158.85,151.535,39.095
227,pipe,125.29,176.06,155.76,207.49,191.775,140.525
227,box,29.34,80.0,44.14,95.02,87.50999999999999,36.74
227,mario,111.27,175.22,125.66,190.66,182.94,118.465
227,box,0.32,144.22,77.85,158.85,151.535,39.084999999999994
228,pipe,125.26,176.05,155.76,207.49,191.77,140.51
228,box,29.34,80.0,44.14,95.02,87.50999999999999,36.74
228,mario,111.25,172.23,125.61,187.66,179.945,118.43
228,box,0.35,144.22,77.85,158.85,151.535,39.099999999999994
229,pipe,125.2,176.06,155.76,207.48,191.76999999999998,140.48
229,box,29.34,80.0,44.14,95.02,87.50999999999999,36.74
229,mario,111.23,169.23,125.58,184.72,176.975,118.405
229,box,0.29,144.22,77.85,158.85,151.535,39.07
230,pipe,125.26,176.06,155.76,207.48,191.76999999999998,140.51
230,box,29.34,80.0,44.14,95.02,87.50999999999999,36.74
230,mario,111.17,168.13,125.67,183.78,175.95499999999998,118.42
230,box,0.26,144.21,77.85,158.85,151.53,39.055
231,pipe,125.22,176.06,155.76,207.49,191.775,140.49
231,box,29.35,80.0,44.14,95.02,87.50999999999999,36.745000000000005
231,mario,111.24,165.98,125.55,181.85,173.915,118.395
231,box,0.35,144.2,77.87,158.86,151.53,39.11
232,pipe,125.22,176.06,155.76,207.49,191.775,140.49
232,box,29.35,80.0,44.14,95.02,87.50999999999999,36.745000000000005
232,mario,111.24,165.98,125.55,181.85,173.915,118.395
232,box,0.35,144.2,77.87,158.86,151.53,39.11
233,pipe,125.22,176.06,155.77,207.49,191.775,140.495
233,box,28.69,80.1,44.14,95.07,87.585,36.415
233,mario,111.24,165.99,125.55,181.85,173.92000000000002,118.395
233,box,0.23,144.23,77.53,158.85,151.54,38.88
234,pipe,125.2,176.06,155.77,207.49,191.775,140.485
234,box,28.68,80.1,44.14,95.07,87.585,36.41
234,mario,111.15,167.11,125.5,182.78,174.945,118.325
234,box,0.21,144.24,77.52,158.85,151.54500000000002,38.864999999999995
235,pipe,125.26,176.06,155.77,207.48,191.76999999999998,140.51500000000001
235,box,28.68,80.1,44.14,95.07,87.585,36.41
235,mario,111.17,168.14,125.67,183.78,175.95999999999998,118.42
235,box,0.19,144.24,77.52,158.85,151.54500000000002,38.855
236,pipe,125.36,176.06,155.76,207.49,191.775,140.56
236,box,28.67,80.1,44.14,95.07,87.585,36.405
236,mario,111.17,171.18,125.77,186.69,178.935,118.47
236,box,0.24,144.24,77.54,158.85,151.54500000000002,38.89
237,pipe,125.28,176.06,155.76,207.49,191.775,140.51999999999998
237,box,28.68,80.1,44.14,95.07,87.585,36.41
237,mario,111.21,173.24,125.7,188.67,180.95499999999998,118.455
237,box,0.24,144.24,77.53,158.85,151.54500000000002,38.885
238,pipe,125.42,176.06,155.76,207.48,191.76999999999998,140.59
238,box,28.68,80.1,44.14,95.07,87.585,36.41
238,mario,111.18,177.22,125.87,192.61,184.91500000000002,118.525
238,box,0.25,144.24,77.52,158.85,151.54500000000002,38.885
239,pipe,124.49,176.05,155.79,207.49,191.77,140.14
239,box,28.68,80.1,44.14,95.07,87.585,36.41
239,box,0.23,144.25,77.5,158.85,151.55,38.865
239,mario,111.21,181.17,125.76,196.64,188.90499999999997,118.485
240,pipe,124.51,176.06,155.77,207.58,191.82,140.14000000000001
240,box,28.69,80.1,44.14,95.07,87.585,36.415
240,mario,111.23,186.19,125.87,201.74,193.965,118.55000000000001
240,box,0.29,144.25,77.49,158.85,151.55,38.89
241,pipe,124.33,176.07,155.78,207.61,191.84,140.055
241,mario,110.37,191.03,124.75,206.56,198.79500000000002,117.56
241,box,28.75,80.04,44.1,95.09,87.565,36.425
241,box,0.45,144.25,77.35,158.84,151.54500000000002,38.9
242,pipe,124.7,176.07,155.78,207.57,191.82,140.24
242,box,28.74,80.04,44.1,95.09,87.565,36.42
242,box,0.44,144.25,77.33,158.84,151.54500000000002,38.885
242,mario,112.45,193.47,123.49,207.25,200.36,117.97
243,pipe,124.63,176.07,155.77,207.62,191.845,140.2
243,box,28.75,80.04,44.1,95.09,87.565,36.425
243,box,0.44,144.25,77.35,158.84,151.54500000000002,38.894999999999996
243,mario,111.33,192.33,124.62,207.18,199.755,117.975
244,pipe,124.63,176.07,155.77,207.62,191.845,140.2
244,box,28.75,80.04,44.1,95.09,87.565,36.425
244,box,0.44,144.25,77.35,158.84,151.54500000000002,38.894999999999996
244,mario,111.33,192.33,124.62,207.18,199.755,117.975
245,pipe,124.73,176.07,155.76,207.6,191.83499999999998,140.245
245,mario,112.57,192.37,124.16,207.64,200.005,118.365
245,box,28.74,80.04,44.1,95.09,87.565,36.42
245,box,0.47,144.25,77.35,158.84,151.54500000000002,38.91
246,pipe,124.73,176.07,155.77,207.56,191.815,140.25
246,box,28.74,80.04,44.1,95.09,87.565,36.42
246,mario,112.54,193.49,123.56,207.59,200.54000000000002,118.05000000000001
246,box,0.45,144.25,77.34,158.84,151.54500000000002,38.895
247,pipe,124.74,176.07,155.77,207.59,191.82999999999998,140.255
247,box,28.74,80.04,44.1,95.09,87.565,36.42
247,box,0.45,144.25,77.33,158.84,151.54500000000002,38.89
247,mario,113.43,193.38,124.33,207.48,200.43,118.88
248,pipe,124.73,176.07,155.76,207.6,191.83499999999998,140.245
248,mario,112.57,192.37,124.16,207.64,200.005,118.365
248,box,28.74,80.04,44.1,95.09,87.565,36.42
248,box,0.47,144.25,77.35,158.84,151.54500000000002,38.91
249,pipe,124.74,176.07,155.77,207.59,191.82999999999998,140.255
249,box,28.74,80.04,44.1,95.09,87.565,36.42
249,box,0.45,144.25,77.33,158.84,151.54500000000002,38.89
249,mario,113.43,193.38,124.33,207.48,200.43,118.88
250,pipe,124.74,176.07,155.77,207.59,191.82999999999998,140.255
250,box,28.74,80.04,44.1,95.09,87.565,36.42
250,box,0.45,144.25,77.33,158.84,151.54500000000002,38.89
250,mario,113.43,193.38,124.33,207.48,200.43,118.88
251,pipe,124.73,176.07,155.77,207.56,191.815,140.25
251,box,28.74,80.04,44.1,95.09,87.565,36.42
251,mario,112.54,193.49,123.56,207.59,200.54000000000002,118.05000000000001
251,box,0.45,144.25,77.34,158.84,151.54500000000002,38.895
252,pipe,124.74,176.07,155.77,207.59,191.82999999999998,140.255
252,box,28.74,80.04,44.1,95.09,87.565,36.42
252,box,0.45,144.25,77.33,158.84,151.54500000000002,38.89
252,mario,113.43,193.38,124.33,207.48,200.43,118.88
253,pipe,124.52,176.07,155.77,207.58,191.825,140.145
253,box,28.75,80.04,44.1,95.09,87.565,36.425
253,mario,111.28,188.23,125.8,203.8,196.015,118.53999999999999
253,box,0.48,144.25,77.36,158.84,151.54500000000002,38.92
254,pipe,124.42,176.06,155.78,207.52,191.79000000000002,140.1
254,box,28.74,80.04,44.1,95.09,87.565,36.42
254,mario,111.21,183.22,125.74,198.62,190.92000000000002,118.475
254,box,0.46,144.25,77.37,158.83,151.54000000000002,38.915
255,pipe,124.98,176.06,155.77,207.48,191.76999999999998,140.375
255,mario,111.21,179.19,125.78,194.6,186.89499999999998,118.495
255,box,28.73,80.04,44.1,95.09,87.565,36.415
255,box,0.46,144.24,77.39,158.83,151.53500000000003,38.925
256,pipe,125.5,176.07,155.75,207.48,191.77499999999998,140.625
256,box,28.73,80.04,44.1,95.09,87.565,36.415
256,mario,111.25,176.25,125.86,191.64,183.945,118.555
256,box,0.46,144.24,77.4,158.83,151.53500000000003,38.93
257,pipe,125.28,176.06,155.76,207.49,191.775,140.51999999999998
257,box,28.73,80.04,44.1,95.09,87.565,36.415
257,mario,111.21,173.24,125.7,188.67,180.95499999999998,118.455
257,box,0.45,144.24,77.41,158.83,151.53500000000003,38.93
258,pipe,124.06,176.09,155.05,207.5,191.79500000000002,139.555
258,box,27.77,80.06,42.93,95.06,87.56,35.35
258,box,0.35,144.22,75.8,158.89,151.555,38.074999999999996
258,mario,110.18,171.17,124.72,186.85,179.01,117.45
259,pipe,124.05,176.09,155.05,207.49,191.79000000000002,139.55
259,box,27.77,80.06,42.93,95.06,87.56,35.35
259,box,0.34,144.22,75.8,158.89,151.555,38.07
259,mario,110.21,170.12,124.75,185.72,177.92000000000002,117.47999999999999
260,pipe,123.98,176.08,155.05,207.48,191.78,139.51500000000001
260,box,27.78,80.06,42.93,95.06,87.56,35.355000000000004
260,mario,110.29,169.14,124.53,184.71,176.925,117.41
260,box,0.34,144.22,75.8,158.88,151.55,38.07
261,pipe,123.98,176.08,155.05,207.48,191.78,139.51500000000001
261,box,27.78,80.06,42.93,95.06,87.56,35.355000000000004
261,mario,110.29,169.14,124.53,184.71,176.925,117.41
261,box,0.34,144.22,75.8,158.88,151.55,38.07
262,pipe,124.05,176.09,155.05,207.49,191.79000000000002,139.55
262,box,27.77,80.06,42.93,95.06,87.56,35.35
262,box,0.34,144.22,75.8,158.88,151.55,38.07
262,mario,110.21,170.12,124.75,185.72,177.92000000000002,117.47999999999999
263,pipe,124.06,176.09,155.05,207.5,191.79500000000002,139.555
263,box,27.77,80.06,42.93,95.06,87.56,35.35
263,box,0.35,144.22,75.81,158.89,151.555,38.08
263,mario,110.18,171.17,124.72,186.85,179.01,117.45
264,pipe,123.92,176.08,155.05,207.49,191.78500000000003,139.485
264,box,27.77,80.06,42.93,95.06,87.56,35.35
264,box,0.35,144.22,75.8,158.89,151.555,38.074999999999996
264,mario,110.22,173.18,124.81,188.76,180.97,117.515
265,pipe,124.1,176.09,155.04,207.49,191.79000000000002,139.57
265,box,27.57,80.11,42.97,95.01,87.56,35.269999999999996
265,mario,110.24,176.19,124.87,191.78,183.985,117.555
265,box,0.24,144.22,75.99,158.9,151.56,38.114999999999995
266,pipe,123.61,176.09,155.06,207.48,191.785,139.335
266,box,27.58,80.11,42.97,95.01,87.56,35.275
266,mario,109.09,179.2,123.79,194.68,186.94,116.44
266,box,0.21,144.23,75.97,158.9,151.565,38.089999999999996
267,box,27.58,80.11,42.97,95.02,87.565,35.275
267,box,0.21,144.23,75.94,158.9,151.565,38.074999999999996
267,mario,109.06,183.21,123.8,198.69,190.95,116.43
